2024-02-16 16:07:07,408 [INFO] Loading files..
2024-02-16 16:07:30,260 [DEBUG] networkData is type of <class 'list'>
2024-02-16 16:07:30,276 [INFO] Analyzing files..
2024-02-16 16:07:30,276 [DEBUG] SHOWING LINKS STRUCTURE:
2024-02-16 16:07:30,276 [DEBUG] {frozenset({'switch2', 'switch1'}): {'linkID': 1, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch1'}): {'linkID': 2, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch1', 'switch4'}): {'linkID': 3, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch2'}): {'linkID': 4, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch2', 'switch4'}): {'linkID': 5, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}, frozenset({'switch3', 'switch4'}): {'linkID': 6, 'capacity': 10, 'trafficDT': 0, 'trafficUDT': 0, 'updateDeltaTraffic': [], 'traffic': []}}
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch2', 'switch1'}):
2024-02-16 16:07:30,276 [INFO] endpoint: switch2
2024-02-16 16:07:30,276 [INFO] endpoint: switch1
2024-02-16 16:07:30,276 [INFO] Link ID frozenset({'switch3', 'switch1'}):
2024-02-16 16:07:30,284 [INFO] endpoint: switch3
2024-02-16 16:07:30,285 [INFO] endpoint: switch1
2024-02-16 16:07:30,286 [INFO] Link ID frozenset({'switch1', 'switch4'}):
2024-02-16 16:07:30,290 [INFO] endpoint: switch1
2024-02-16 16:07:30,291 [INFO] endpoint: switch4
2024-02-16 16:07:30,292 [INFO] Link ID frozenset({'switch3', 'switch2'}):
2024-02-16 16:07:30,294 [INFO] endpoint: switch3
2024-02-16 16:07:30,295 [INFO] endpoint: switch2
2024-02-16 16:07:30,296 [INFO] Link ID frozenset({'switch2', 'switch4'}):
2024-02-16 16:07:30,297 [INFO] endpoint: switch2
2024-02-16 16:07:30,298 [INFO] endpoint: switch4
2024-02-16 16:07:30,300 [INFO] Link ID frozenset({'switch3', 'switch4'}):
2024-02-16 16:07:30,301 [INFO] endpoint: switch3
2024-02-16 16:07:30,302 [INFO] endpoint: switch4
2024-02-16 16:07:30,302 [INFO] Simulation parameters:
2024-02-16 16:07:30,303 [INFO] {'simTime': 60, 'startSimTime': datetime.datetime(2024, 1, 1, 0, 0)}
2024-02-16 16:07:30,304 [DEBUG] ipaddress is type of: <class 'str'>
2024-02-16 16:07:30,304 [INFO] Switches:
2024-02-16 16:07:30,305 [INFO] Switch name:switch1, address:10.0.0.1
2024-02-16 16:07:30,305 [INFO] Switch name:switch2, address:10.0.0.2
2024-02-16 16:07:30,306 [INFO] Switch name:switch3, address:10.0.0.3
2024-02-16 16:07:30,307 [INFO] Switch name:switch4, address:10.0.0.4
2024-02-16 16:07:30,458 [DEBUG] Traffic percetages:
2024-02-16 16:07:30,459 [DEBUG] link: frozenset({'switch2', 'switch1'})
2024-02-16 16:07:30,537 [DEBUG] updateTime: 2024-01-01 00:00:10.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,538 [DEBUG] updateTime: 2024-01-01 00:00:10.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,541 [DEBUG] updateTime: 2024-01-01 00:00:11.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,550 [DEBUG] updateTime: 2024-01-01 00:00:11.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,551 [DEBUG] updateTime: 2024-01-01 00:00:11.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,551 [DEBUG] updateTime: 2024-01-01 00:00:12, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,552 [DEBUG] updateTime: 2024-01-01 00:00:12.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,553 [DEBUG] updateTime: 2024-01-01 00:00:12.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,554 [DEBUG] updateTime: 2024-01-01 00:00:12.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,555 [DEBUG] updateTime: 2024-01-01 00:00:12.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,556 [DEBUG] updateTime: 2024-01-01 00:00:12.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,557 [DEBUG] updateTime: 2024-01-01 00:00:12.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,558 [DEBUG] updateTime: 2024-01-01 00:00:12.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,558 [DEBUG] updateTime: 2024-01-01 00:00:12.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,559 [DEBUG] updateTime: 2024-01-01 00:00:12.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,559 [DEBUG] updateTime: 2024-01-01 00:00:13, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:30,560 [DEBUG] updateTime: 2024-01-01 00:00:13.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,561 [DEBUG] updateTime: 2024-01-01 00:00:13.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,562 [DEBUG] updateTime: 2024-01-01 00:00:13.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,562 [DEBUG] updateTime: 2024-01-01 00:00:13.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,563 [DEBUG] updateTime: 2024-01-01 00:00:13.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,564 [DEBUG] updateTime: 2024-01-01 00:00:13.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,564 [DEBUG] updateTime: 2024-01-01 00:00:13.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,565 [DEBUG] updateTime: 2024-01-01 00:00:13.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,566 [DEBUG] updateTime: 2024-01-01 00:00:13.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,567 [DEBUG] updateTime: 2024-01-01 00:00:14, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,567 [DEBUG] updateTime: 2024-01-01 00:00:14.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,568 [DEBUG] updateTime: 2024-01-01 00:00:14.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,568 [DEBUG] updateTime: 2024-01-01 00:00:14.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,569 [DEBUG] updateTime: 2024-01-01 00:00:14.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,570 [DEBUG] updateTime: 2024-01-01 00:00:14.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,571 [DEBUG] updateTime: 2024-01-01 00:00:14.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,572 [DEBUG] updateTime: 2024-01-01 00:00:14.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,573 [DEBUG] updateTime: 2024-01-01 00:00:14.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,573 [DEBUG] updateTime: 2024-01-01 00:00:14.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,574 [DEBUG] updateTime: 2024-01-01 00:00:15, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:30,575 [DEBUG] updateTime: 2024-01-01 00:00:15.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,575 [DEBUG] updateTime: 2024-01-01 00:00:15.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,576 [DEBUG] updateTime: 2024-01-01 00:00:15.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,577 [DEBUG] updateTime: 2024-01-01 00:00:15.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,578 [DEBUG] updateTime: 2024-01-01 00:00:15.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,578 [DEBUG] updateTime: 2024-01-01 00:00:15.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,579 [DEBUG] updateTime: 2024-01-01 00:00:15.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,579 [DEBUG] updateTime: 2024-01-01 00:00:15.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,580 [DEBUG] updateTime: 2024-01-01 00:00:15.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,580 [DEBUG] updateTime: 2024-01-01 00:00:16, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,581 [DEBUG] updateTime: 2024-01-01 00:00:16.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:30,582 [DEBUG] updateTime: 2024-01-01 00:00:16.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:30,583 [DEBUG] updateTime: 2024-01-01 00:00:16.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:30,583 [DEBUG] updateTime: 2024-01-01 00:00:16.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:30,584 [DEBUG] updateTime: 2024-01-01 00:00:16.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:30,584 [DEBUG] updateTime: 2024-01-01 00:00:16.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:30,585 [DEBUG] updateTime: 2024-01-01 00:00:16.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:30,586 [DEBUG] updateTime: 2024-01-01 00:00:16.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:30,587 [DEBUG] updateTime: 2024-01-01 00:00:16.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:30,588 [DEBUG] updateTime: 2024-01-01 00:00:17, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:30,589 [DEBUG] updateTime: 2024-01-01 00:00:17.100000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:30,590 [DEBUG] updateTime: 2024-01-01 00:00:17.200000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:30,590 [DEBUG] updateTime: 2024-01-01 00:00:17.300000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:30,592 [DEBUG] updateTime: 2024-01-01 00:00:17.400000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:30,592 [DEBUG] updateTime: 2024-01-01 00:00:17.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:30,593 [DEBUG] updateTime: 2024-01-01 00:00:17.600000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:30,594 [DEBUG] updateTime: 2024-01-01 00:00:17.700000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:30,594 [DEBUG] updateTime: 2024-01-01 00:00:17.800000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:30,595 [DEBUG] updateTime: 2024-01-01 00:00:17.900000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:30,596 [DEBUG] updateTime: 2024-01-01 00:00:18, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,597 [DEBUG] updateTime: 2024-01-01 00:00:18.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:30,597 [DEBUG] updateTime: 2024-01-01 00:00:18.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:30,598 [DEBUG] updateTime: 2024-01-01 00:00:18.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:30,599 [DEBUG] updateTime: 2024-01-01 00:00:18.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:30,599 [DEBUG] updateTime: 2024-01-01 00:00:18.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:30,600 [DEBUG] updateTime: 2024-01-01 00:00:18.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:30,600 [DEBUG] updateTime: 2024-01-01 00:00:18.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:30,601 [DEBUG] updateTime: 2024-01-01 00:00:18.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:30,602 [DEBUG] updateTime: 2024-01-01 00:00:18.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:30,603 [DEBUG] updateTime: 2024-01-01 00:00:19, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:30,604 [DEBUG] updateTime: 2024-01-01 00:00:19.100000, delta traffic: 387500, percentage: 31.000000 %
2024-02-16 16:07:30,604 [DEBUG] updateTime: 2024-01-01 00:00:19.200000, delta traffic: 400000, percentage: 32.000000 %
2024-02-16 16:07:30,605 [DEBUG] updateTime: 2024-01-01 00:00:19.300000, delta traffic: 412500, percentage: 33.000000 %
2024-02-16 16:07:30,606 [DEBUG] updateTime: 2024-01-01 00:00:19.400000, delta traffic: 425000, percentage: 34.000000 %
2024-02-16 16:07:30,606 [DEBUG] updateTime: 2024-01-01 00:00:19.500000, delta traffic: 437500, percentage: 35.000000 %
2024-02-16 16:07:30,607 [DEBUG] updateTime: 2024-01-01 00:00:19.600000, delta traffic: 450000, percentage: 36.000000 %
2024-02-16 16:07:30,608 [DEBUG] updateTime: 2024-01-01 00:00:19.700000, delta traffic: 462500, percentage: 37.000000 %
2024-02-16 16:07:30,608 [DEBUG] updateTime: 2024-01-01 00:00:19.800000, delta traffic: 475000, percentage: 38.000000 %
2024-02-16 16:07:30,609 [DEBUG] updateTime: 2024-01-01 00:00:19.900000, delta traffic: 487500, percentage: 39.000000 %
2024-02-16 16:07:30,609 [DEBUG] updateTime: 2024-01-01 00:00:20, delta traffic: 500000, percentage: 40.000000 %
2024-02-16 16:07:30,610 [DEBUG] updateTime: 2024-01-01 00:00:20.100000, delta traffic: 487500, percentage: 39.000000 %
2024-02-16 16:07:30,611 [DEBUG] updateTime: 2024-01-01 00:00:20.200000, delta traffic: 475000, percentage: 38.000000 %
2024-02-16 16:07:30,612 [DEBUG] updateTime: 2024-01-01 00:00:20.300000, delta traffic: 462500, percentage: 37.000000 %
2024-02-16 16:07:30,613 [DEBUG] updateTime: 2024-01-01 00:00:20.400000, delta traffic: 450000, percentage: 36.000000 %
2024-02-16 16:07:30,613 [DEBUG] updateTime: 2024-01-01 00:00:20.500000, delta traffic: 437500, percentage: 35.000000 %
2024-02-16 16:07:30,614 [DEBUG] updateTime: 2024-01-01 00:00:20.600000, delta traffic: 425000, percentage: 34.000000 %
2024-02-16 16:07:30,624 [DEBUG] updateTime: 2024-01-01 00:00:20.700000, delta traffic: 412500, percentage: 33.000000 %
2024-02-16 16:07:30,625 [DEBUG] updateTime: 2024-01-01 00:00:20.800000, delta traffic: 400000, percentage: 32.000000 %
2024-02-16 16:07:30,626 [DEBUG] updateTime: 2024-01-01 00:00:20.900000, delta traffic: 387500, percentage: 31.000000 %
2024-02-16 16:07:30,636 [DEBUG] updateTime: 2024-01-01 00:00:21, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:30,637 [DEBUG] updateTime: 2024-01-01 00:00:21.100000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:30,638 [DEBUG] updateTime: 2024-01-01 00:00:21.200000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:30,639 [DEBUG] updateTime: 2024-01-01 00:00:21.300000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:30,639 [DEBUG] updateTime: 2024-01-01 00:00:21.400000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:30,640 [DEBUG] updateTime: 2024-01-01 00:00:21.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:30,641 [DEBUG] updateTime: 2024-01-01 00:00:21.600000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:30,641 [DEBUG] updateTime: 2024-01-01 00:00:21.700000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:30,642 [DEBUG] updateTime: 2024-01-01 00:00:21.800000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:30,643 [DEBUG] updateTime: 2024-01-01 00:00:21.900000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:30,643 [DEBUG] updateTime: 2024-01-01 00:00:22, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,644 [DEBUG] updateTime: 2024-01-01 00:00:22.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,644 [DEBUG] updateTime: 2024-01-01 00:00:22.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,645 [DEBUG] updateTime: 2024-01-01 00:00:22.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,645 [DEBUG] updateTime: 2024-01-01 00:00:22.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,646 [DEBUG] updateTime: 2024-01-01 00:00:22.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,647 [DEBUG] updateTime: 2024-01-01 00:00:22.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,648 [DEBUG] updateTime: 2024-01-01 00:00:22.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,648 [DEBUG] updateTime: 2024-01-01 00:00:22.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,649 [DEBUG] updateTime: 2024-01-01 00:00:22.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,650 [DEBUG] updateTime: 2024-01-01 00:00:23, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:30,650 [DEBUG] updateTime: 2024-01-01 00:00:23.100000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,651 [DEBUG] updateTime: 2024-01-01 00:00:23.200000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,652 [DEBUG] updateTime: 2024-01-01 00:00:23.300000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,653 [DEBUG] updateTime: 2024-01-01 00:00:23.400000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,654 [DEBUG] updateTime: 2024-01-01 00:00:23.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,654 [DEBUG] updateTime: 2024-01-01 00:00:23.600000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,655 [DEBUG] updateTime: 2024-01-01 00:00:23.700000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,656 [DEBUG] updateTime: 2024-01-01 00:00:23.800000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,656 [DEBUG] updateTime: 2024-01-01 00:00:23.900000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,657 [DEBUG] updateTime: 2024-01-01 00:00:24, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,658 [DEBUG] updateTime: 2024-01-01 00:00:24.100000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:30,659 [DEBUG] updateTime: 2024-01-01 00:00:24.200000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:30,659 [DEBUG] updateTime: 2024-01-01 00:00:24.300000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:30,660 [DEBUG] updateTime: 2024-01-01 00:00:24.400000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:30,661 [DEBUG] updateTime: 2024-01-01 00:00:24.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:30,661 [DEBUG] updateTime: 2024-01-01 00:00:24.600000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:30,662 [DEBUG] updateTime: 2024-01-01 00:00:24.700000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:30,663 [DEBUG] updateTime: 2024-01-01 00:00:24.800000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:30,664 [DEBUG] updateTime: 2024-01-01 00:00:24.900000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:30,664 [DEBUG] updateTime: 2024-01-01 00:00:25, delta traffic: 375000, percentage: 30.000000 %
2024-02-16 16:07:30,665 [DEBUG] updateTime: 2024-01-01 00:00:25.100000, delta traffic: 362500, percentage: 29.000000 %
2024-02-16 16:07:30,666 [DEBUG] updateTime: 2024-01-01 00:00:25.200000, delta traffic: 350000, percentage: 28.000000 %
2024-02-16 16:07:30,666 [DEBUG] updateTime: 2024-01-01 00:00:25.300000, delta traffic: 337500, percentage: 27.000000 %
2024-02-16 16:07:30,667 [DEBUG] updateTime: 2024-01-01 00:00:25.400000, delta traffic: 325000, percentage: 26.000000 %
2024-02-16 16:07:30,667 [DEBUG] updateTime: 2024-01-01 00:00:25.500000, delta traffic: 312500, percentage: 25.000000 %
2024-02-16 16:07:30,668 [DEBUG] updateTime: 2024-01-01 00:00:25.600000, delta traffic: 300000, percentage: 24.000000 %
2024-02-16 16:07:30,669 [DEBUG] updateTime: 2024-01-01 00:00:25.700000, delta traffic: 287500, percentage: 23.000000 %
2024-02-16 16:07:30,670 [DEBUG] updateTime: 2024-01-01 00:00:25.800000, delta traffic: 275000, percentage: 22.000000 %
2024-02-16 16:07:30,670 [DEBUG] updateTime: 2024-01-01 00:00:25.900000, delta traffic: 262500, percentage: 21.000000 %
2024-02-16 16:07:30,671 [DEBUG] updateTime: 2024-01-01 00:00:26, delta traffic: 250000, percentage: 20.000000 %
2024-02-16 16:07:30,672 [DEBUG] updateTime: 2024-01-01 00:00:26.100000, delta traffic: 237500, percentage: 19.000000 %
2024-02-16 16:07:30,673 [DEBUG] updateTime: 2024-01-01 00:00:26.200000, delta traffic: 225000, percentage: 18.000000 %
2024-02-16 16:07:30,673 [DEBUG] updateTime: 2024-01-01 00:00:26.300000, delta traffic: 212500, percentage: 17.000000 %
2024-02-16 16:07:30,674 [DEBUG] updateTime: 2024-01-01 00:00:26.400000, delta traffic: 200000, percentage: 16.000000 %
2024-02-16 16:07:30,675 [DEBUG] updateTime: 2024-01-01 00:00:26.500000, delta traffic: 187500, percentage: 15.000000 %
2024-02-16 16:07:30,675 [DEBUG] updateTime: 2024-01-01 00:00:26.600000, delta traffic: 175000, percentage: 14.000000 %
2024-02-16 16:07:30,676 [DEBUG] updateTime: 2024-01-01 00:00:26.700000, delta traffic: 162500, percentage: 13.000000 %
2024-02-16 16:07:30,677 [DEBUG] updateTime: 2024-01-01 00:00:26.800000, delta traffic: 150000, percentage: 12.000000 %
2024-02-16 16:07:30,677 [DEBUG] updateTime: 2024-01-01 00:00:26.900000, delta traffic: 137500, percentage: 11.000000 %
2024-02-16 16:07:30,678 [DEBUG] updateTime: 2024-01-01 00:00:27, delta traffic: 125000, percentage: 10.000000 %
2024-02-16 16:07:30,679 [DEBUG] updateTime: 2024-01-01 00:00:27.100000, delta traffic: 112500, percentage: 9.000000 %
2024-02-16 16:07:30,679 [DEBUG] updateTime: 2024-01-01 00:00:27.200000, delta traffic: 100000, percentage: 8.000000 %
2024-02-16 16:07:30,680 [DEBUG] updateTime: 2024-01-01 00:00:27.300000, delta traffic: 87500, percentage: 7.000000 %
2024-02-16 16:07:30,681 [DEBUG] updateTime: 2024-01-01 00:00:27.400000, delta traffic: 75000, percentage: 6.000000 %
2024-02-16 16:07:30,681 [DEBUG] updateTime: 2024-01-01 00:00:27.500000, delta traffic: 62500, percentage: 5.000000 %
2024-02-16 16:07:30,682 [DEBUG] updateTime: 2024-01-01 00:00:27.600000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:30,683 [DEBUG] updateTime: 2024-01-01 00:00:27.700000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:30,684 [DEBUG] updateTime: 2024-01-01 00:00:27.800000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:30,684 [DEBUG] updateTime: 2024-01-01 00:00:27.900000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:30,685 [DEBUG] updateTime: 2024-01-01 00:00:28, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,686 [DEBUG] updateTime: 2024-01-01 00:00:28.100000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,696 [DEBUG] updateTime: 2024-01-01 00:00:28.200000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.300000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.400000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.500000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.600000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.700000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.800000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:28.900000, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,697 [DEBUG] updateTime: 2024-01-01 00:00:29, delta traffic: 0, percentage: 0.000000 %
2024-02-16 16:07:30,707 [DEBUG] updateTime: 2024-01-01 00:00:29.100000, delta traffic: 12500, percentage: 1.000000 %
2024-02-16 16:07:30,708 [DEBUG] updateTime: 2024-01-01 00:00:29.200000, delta traffic: 25000, percentage: 2.000000 %
2024-02-16 16:07:30,708 [DEBUG] updateTime: 2024-01-01 00:00:29.300000, delta traffic: 37500, percentage: 3.000000 %
2024-02-16 16:07:30,709 [DEBUG] updateTime: 2024-01-01 00:00:29.400000, delta traffic: 50000, percentage: 4.000000 %
2024-02-16 16:07:30,709 [DEBUG] updateTime: 2024-01-01 00:00:29.500000, delta traffic: 62500, percentage: 5.000000 %
